Address,RBN Balance,Time Left (in seconds),Penalty Ratio,Penalty Rebate,Unlock Reward Before,Unlock Reward After
0x704d40D9212e511842FeE1b667020a471eBe9CE0,8461.029649 RBN,32508000,0.515411,2180.453702 RBN,4100.122244 RBN,6280.575946 RBN
0xb4fbd802d9dc5C0208346c311BCB6B9ECFF468C6,248.670306 RBN,32508000,0.515411,64.083700 RBN,120.502905 RBN,184.586605 RBN
0xb41C77b430e7f36f8B78c5c580828a5C62FDC352,25399.438490 RBN,1058400,0.016781,213.111727 RBN,24973.215036 RBN,25186.326763 RBN
0xd5d7Ec0C74c401835bD87820afC21B5a207D7eBC,20728.327512 RBN,48232800,0.750000,7773.122817 RBN,5182.081878 RBN,12955.204695 RBN
0xBD49463BA31fCdbc816ebb1342c6bF1d3dee2373,10464.922828 RBN,1058400,0.016781,87.805003 RBN,10289.312822 RBN,10377.117825 RBN
0x1D7A3a25Ec3Eb937A7846575cd36Ad01d67a01Dd,11155.365185 RBN,32508000,0.515411,2874.798733 RBN,5405.767718 RBN,8280.566451 RBN
0xA3edae9a1FEe5CB742404ADD3836E8Eaed3dBbDb,1150.000001 RBN,32508000,0.515411,296.361302 RBN,557.277398 RBN,853.638699 RBN
0x9F960AcD821C28fD9aa9b017aa361B1Ae744dCC7,1000.000000 RBN,32508000,0.515411,257.705479 RBN,484.589041 RBN,742.294521 RBN
0xFda1215797D29414E588B2e62fC390Ee2949aaAA,10021.548992 RBN,34322400,0.544178,2726.753656 RBN,4568.041681 RBN,7294.795337 RBN
0xDa0C6Ab78E9c730D99a5C83c574C40c5DC31aC41,1727.277636 RBN,1058400,0.016781,14.492569 RBN,1698.292497 RBN,1712.785066 RBN
0x172F86ac7711f5dC024934649353BF864aF5055c,4245.648486 RBN,24645600,0.390753,829.500843 RBN,2586.646800 RBN,3416.147643 RBN
0x3aF42E1100715a6E56aBcaDB3F7D700999FA6689,174.353400 RBN,32508000,0.515411,44.931827 RBN,84.489747 RBN,129.421573 RBN
0x42d02f4cd48BDAC116b7E3A4895f586777948FaE,18000.000000 RBN,32508000,0.515411,4638.698630 RBN,8722.602740 RBN,13361.301370 RBN
0x7527557858B4b40F9199A49aB3746179F36BD9d8,576131.257429 RBN,58514400,0.750000,216049.221536 RBN,144032.814357 RBN,360082.035893 RBN
0xC233Ba744629b4004cF3d573f67A45F49cfE3C08,3144.972051 RBN,32508000,0.515411,810.476530 RBN,1524.018990 RBN,2334.495521 RBN
0xf0E12c7218cB38DF7A3A231Bb91EE82F732625b6,4811.472478 RBN,32508000,0.515411,1239.942822 RBN,2331.586834 RBN,3571.529656 RBN
0x4F532e0ae9954A85E5396F3E8d1876556317bFBA,24730.404257 RBN,57909600,0.750000,9273.901596 RBN,6182.601064 RBN,15456.502660 RBN
0xC4b3A3c22012C3e672B781A106DFc260B78e253c,17629.725945 RBN,32508000,0.515411,4543.276977 RBN,8543.171991 RBN,13086.448968 RBN
0x3f8Ae5412552128A1B3ce268fD270670859eDbEB,65.612590 RBN,1058400,0.016781,0.550517 RBN,64.511557 RBN,65.062073 RBN
0x8920A5404Bc7F13A90e26d1d8Ef083E2B8BFa739,1009.334428 RBN,13154400,0.208562,105.254224 RBN,798.825980 RBN,904.080204 RBN
0xD110421A743A19A6Dee233c32417c089B2684f1c,8.322807 RBN,58514400,0.750000,3.121053 RBN,2.080702 RBN,5.201754 RBN
0x918558df5A12Ba43657222bbcf1a735494a5024f,36696.140289 RBN,32508000,0.515411,9456.796427 RBN,17782.547434 RBN,27239.343862 RBN
0x32a59b87352e980dD6aB1bAF462696D28e63525D,6598.270016 RBN,45208800,0.716781,2364.756703 RBN,1868.756611 RBN,4233.513313 RBN
0xaaFdd768fA83EF7af0e19707F2BE9d1DB1924766,7320.539424 RBN,32508000,0.515411,1886.543122 RBN,3547.453180 RBN,5433.996302 RBN
0x7420cc223E132bB04ADc64Db001314Ab15439cb2,5302.504538 RBN,48837600,0.750000,1988.439202 RBN,1325.626135 RBN,3314.065336 RBN
0xBEeB0A18fbc441db480bb9B7f522bB57D6ABC557,36987.840346 RBN,32508000,0.515411,9531.969130 RBN,17923.902086 RBN,27455.871216 RBN
0x22322380bA90C486320CeC43620d9Dc540004586,19672.536072 RBN,2872800,0.045548,448.021798 RBN,18776.492477 RBN,19224.514274 RBN
0x4d7e1eFBca2D8F54937D86Afe82700594B047432,71.979683 RBN,1058400,0.016781,0.603939 RBN,70.771804 RBN,71.375743 RBN
0x113608c71593dE502ddD9253ef4F170110056829,1988.871583 RBN,32508000,0.515411,512.543105 RBN,963.785373 RBN,1476.328478 RBN
0x14D903053D4FB483084385B1d2ecE8a98Cd8a9E4,1906.908576 RBN,55490400,0.750000,715.090716 RBN,476.727144 RBN,1191.817860 RBN
0xA0766fD5ecd0f472dE2A77f9048653724FE2780F,36529.000000 RBN,32508000,0.515411,9413.723459 RBN,17701.553082 RBN,27115.276541 RBN
0x45eBC736090424b36106c4A29714B10bB19A5C72,2805.667484 RBN,1058400,0.016781,23.540703 RBN,2758.586078 RBN,2782.126781 RBN
0x628D896988f2C56921F09dF2AED3549CaC359774,20000.000000 RBN,32508000,0.515411,5154.109589 RBN,9691.780822 RBN,14845.890411 RBN
0x8742abb8d67c816B577c8BdE64D7086Ac2A8bB8B,1609.499846 RBN,1058400,0.016781,13.504365 RBN,1582.491116 RBN,1595.995481 RBN
0x1c2B95f72562CA72E4306C54DA7cA9dC1F7a0d4B,450.973000 RBN,32508000,0.515411,116.218213 RBN,218.536574 RBN,334.754787 RBN
0x3363c43b0685eae668237e0Fc6F5248b83ad6Adb,90645.714023 RBN,60933600,0.750000,33992.142759 RBN,22661.428506 RBN,56653.571264 RBN
0xF116569b3f888D639372a5485685A6D8EE28A593,2211.599899 RBN,32508000,0.515411,569.941412 RBN,1071.717075 RBN,1641.658487 RBN
0xa527ec807541553Bfa5c99c1097BDa0293c7aa5e,71221.591673 RBN,32508000,0.515411,18354.194429 RBN,34513.202814 RBN,52867.397244 RBN
0xC40cB966a08638d71ed4537bc2f5267558061137,14603.000000 RBN,37346400,0.592123,4323.388185 RBN,5956.223630 RBN,10279.611815 RBN
0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1,54465.352288 RBN,32508000,0.515411,14036.019725 RBN,26393.312838 RBN,40429.332563 RBN
0x30bF85E1d0bC7FDEDcbEeFf39225D8037cb0cb7c,4174.837509 RBN,45208800,0.716781,1496.221730 RBN,1182.394048 RBN,2678.615778 RBN
0x90B3654e6EeB6b062De39008593C5f5a9843830b,1802.593031 RBN,32508000,0.515411,464.538101 RBN,873.516829 RBN,1338.054930 RBN
0xa2e4E81666Dd397fd899C0f8c84c1f2F1Ba054D0,15015.226316 RBN,32508000,0.515411,3869.506097 RBN,7276.214122 RBN,11145.720219 RBN
0xcF3E2Ee2b0cD1194ba33cD1c7d9614DC635a1714,20000.530510 RBN,7106400,0.112671,1126.742215 RBN,17747.046079 RBN,18873.788294 RBN
0xEd9B7DA0cB47124F1A49F7F022ADb84EC738D46E,22552.057747 RBN,2872800,0.045548,513.599945 RBN,21524.857856 RBN,22038.457801 RBN
0x75bBC7d37D3bf975b527CF2e99b947D61A22EF95,3855.288673 RBN,16783200,0.266096,512.938236 RBN,2829.412201 RBN,3342.350437 RBN
0x50A708E5dfE836601931Af3ff6169e5F4e5536ea,7740.995589 RBN,34322400,0.544178,2106.240067 RBN,3528.515455 RBN,5634.755522 RBN
0x6cC76d20646aF5e6944BC6bfE60d21EA3Fee63a5,9115.084353 RBN,33112800,0.525000,2392.709643 RBN,4329.665068 RBN,6722.374711 RBN
0x23d7C2fb9F163441874d72399B28d677f47020b0,23776.038465 RBN,33112800,0.525000,6241.210097 RBN,11293.618271 RBN,17534.828368 RBN
0xF4FcF85857Afaceb3C324AfBCcaD1130cCE09611,23636.342455 RBN,1663200,0.026370,311.643556 RBN,23013.055342 RBN,23324.698899 RBN
0x4559D6B52b6A736684345B42d5E3ee8405991466,41694.188508 RBN,1663200,0.026370,549.735020 RBN,40594.718469 RBN,41144.453488 RBN
0xF5EaF9a0086067933b056946cb768d3D78033D8F,749.754082 RBN,1663200,0.026370,9.885456 RBN,729.983170 RBN,739.868626 RBN
0x9224bbB4E0fBE2f2f8fab55DEbC41Eb21fDfB804,43851.299772 RBN,25250400,0.400342,8777.768739 RBN,26295.762295 RBN,35073.531033 RBN
0xEf49733d2FEBB48e9d25C1427716Ff0e21460145,5630.344046 RBN,33112800,0.525000,1477.965312 RBN,2674.413422 RBN,4152.378734 RBN
0xd54A547961b4f1Ab6a61639713787402694C9212,337.303607 RBN,1663200,0.026370,4.447325 RBN,328.408957 RBN,332.856282 RBN
0xAdc8f4bD423e12CE815762F3d76ec574A22fda0D,1216.178975 RBN,1663200,0.026370,16.035236 RBN,1184.108502 RBN,1200.143739 RBN
0xD862f8687fd6D2CA1A327d1c2cb118C29f25D9a5,30000.000000 RBN,33112800,0.525000,7875.000000 RBN,14250.000000 RBN,22125.000000 RBN
0xbebCeC6Da4A4e9E8cabA45d532A16765Ad6F489e,273825.305737 RBN,32508000,0.515411,70566.281701 RBN,132692.742335 RBN,203259.024036 RBN
0x2fA11eF008c4b585CCf0A76861794aC7AE5A3a67,12188.363956 RBN,33112800,0.525000,3199.445538 RBN,5789.472879 RBN,8988.918417 RBN
0x6c94dA9240be892B0FbB56a3bae4adcE618dE4f9,11966.507897 RBN,30088800,0.477055,2854.339983 RBN,6257.827931 RBN,9112.167914 RBN
0x9D916Eb8DDA4Ab54573f2fD20bbe19e534a9Ce4A,5760.320371 RBN,33112800,0.525000,1512.084097 RBN,2736.152176 RBN,4248.236274 RBN
0xa2D79E07e13035f33B440c33154F0A7EDf0eb9eF,24948.399940 RBN,38556000,0.611301,7625.495530 RBN,9697.408881 RBN,17322.904411 RBN
0xcAb62E7D3994B0DD38A9724e695f824674Dda130,1607.112294 RBN,33112800,0.525000,421.866977 RBN,763.378340 RBN,1185.245317 RBN
0xCA7A055c438cb30f748FB571418b4653eD50ed5f,100000.000000 RBN,33112800,0.525000,26250.000000 RBN,47500.000000 RBN,73750.000000 RBN
0xEa36104866e8a73Ea44C8969a8a750B86267dcCf,648.469116 RBN,1663200,0.026370,8.550021 RBN,631.369075 RBN,639.919096 RBN
0xCA1A7ECd9E0Cf8330f71FBf5FAcF78890644F058,12006.024963 RBN,33112800,0.525000,3151.581553 RBN,5702.861857 RBN,8854.443410 RBN
0xB9eB24A2e77a18F54Ff9b7fc941ee9085A130d9D,49912.141817 RBN,33112800,0.525000,13101.937227 RBN,23708.267363 RBN,36810.204590 RBN
0xF126584fb561e05072C6d0f184D9e24846A40f37,14923.509096 RBN,48837600,0.750000,5596.315911 RBN,3730.877274 RBN,9327.193185 RBN
0x69BF23e3f263F369d8a4959eB8E970b8D6551F46,538.198158 RBN,33112800,0.525000,141.277016 RBN,255.644125 RBN,396.921142 RBN
0x17DabEf7806c6E79F04465b03E2a24653cFfF07F,2000.000000 RBN,1663200,0.026370,26.369863 RBN,1947.260274 RBN,1973.630137 RBN
0xA8325BC2e346B467ee3DA571e4ed68F4dC1CD7Ea,2000.000000 RBN,1663200,0.026370,26.369863 RBN,1947.260274 RBN,1973.630137 RBN
0x20a05ae8efE1EB91BE0CD07356BC20EdA9C2E298,5772.000000 RBN,33112800,0.525000,1515.150000 RBN,2741.700000 RBN,4256.850000 RBN
0x73407e93Be1d8a2c9213D908a54023e1BccEbC9b,2000.000000 RBN,1663200,0.026370,26.369863 RBN,1947.260274 RBN,1973.630137 RBN
0x4b6d84A589aAa606371224Ad38dB9aEDD361368C,63.557155 RBN,1663200,0.026370,0.837997 RBN,61.881161 RBN,62.719158 RBN
0x3cA31c9cfEf27fD3d5Ae59cAaDcc33B9aaF09C22,37832.917035 RBN,33112800,0.525000,9931.140722 RBN,17970.635592 RBN,27901.776314 RBN
0x0c8bFC46C4fB39b6eEd7814E8830fAc0a45F8D6D,56936.805219 RBN,37951200,0.601712,17129.788830 RBN,22677.227558 RBN,39807.016389 RBN
0xd76bE5Cd9aAC57eEB1AD1ed6B44fb3772bFc5186,7217.852532 RBN,33112800,0.525000,1894.686290 RBN,3428.479953 RBN,5323.166242 RBN
0x70350Bc2245c256732C4F0a92FF9A8C65B6FCe5B,10000.000000 RBN,33112800,0.525000,2625.000000 RBN,4750.000000 RBN,7375.000000 RBN
0x03BB5EFE308D31c1fE6eB15927471D76Bf451573,3216.098579 RBN,33112800,0.525000,844.225877 RBN,1527.646825 RBN,2371.872702 RBN
0x97E4eB7f19Bc672805707c851FF15D5423149947,4829.470524 RBN,43394400,0.688014,1661.370939 RBN,1506.728646 RBN,3168.099585 RBN
0x569d327288D8354F16813aFB01bBa0E60c1301f9,2112.843703 RBN,33717600,0.534589,564.751545 RBN,983.340614 RBN,1548.092159 RBN
0xe9595317Dc5fE9FEa60BAD0cDb3240A82Ae8662D,109.539317 RBN,33717600,0.534589,29.279259 RBN,50.980799 RBN,80.260058 RBN
0x05327ca0590E721d5af0549EC40415d05155a2a4,2157.035502 RBN,1663200,0.026370,28.440365 RBN,2100.154772 RBN,2128.595137 RBN
0x9bDd638DB67a520274E8744C2705c912B4a1Aac3,633.000000 RBN,33717600,0.534589,169.197432 RBN,294.605137 RBN,463.802568 RBN
0x22f5413C075Ccd56D575A54763831C4c27A37Bdb,1910.782175 RBN,33717600,0.534589,510.741605 RBN,889.298964 RBN,1400.040570 RBN
0x79293291CD70Edf2663190783E0a69Dacf42CF92,41631.704216 RBN,33717600,0.534589,11127.926418 RBN,19375.851380 RBN,30503.777798 RBN
0xAc5F6Ad16b9BA91D652fAec3093e49BE689fE7A5,100.000000 RBN,33717600,0.534589,26.729452 RBN,46.541096 RBN,73.270548 RBN
0xD6a0DE95BD5E094a280b1681aB40e3e26AE78e22,26.504819 RBN,33717600,0.534589,7.084593 RBN,12.335633 RBN,19.420226 RBN
0x66f26fE3fb9728B1B262f7716e75912c3159E951,417.926060 RBN,33717600,0.534589,111.709346 RBN,194.507368 RBN,306.216714 RBN
0x15BDd87fE60E212C150d18D205766bDA86350152,18078.216136 RBN,33717600,0.534589,4832.208114 RBN,8413.799907 RBN,13246.008021 RBN
0x1Eee23160Db790ee48Fd39871A64b13e76Fc2C3C,464827.781141 RBN,26460000,0.419521,97502.402722 RBN,269822.975696 RBN,367325.378419 RBN
0x2891B78092310Ce8219Fe8298bb0FE7afa69F43F,3065.928913 RBN,33717600,0.534589,819.505999 RBN,1426.916915 RBN,2246.422914 RBN
0x2654c613bCaB7e75ba4FB27c879A2FCCC23eC108,2894.019682 RBN,2268000,0.035959,52.032888 RBN,2789.953906 RBN,2841.986794 RBN
0x42773F980C3a4AA9CdCAd465AA2988Fe38f0fB81,4000.000000 RBN,33717600,0.534589,1069.178082 RBN,1861.643836 RBN,2930.821918 RBN
0xf006cB090CC69BcA84d194E072794d4815E69b3C,611.703077 RBN,2268000,0.035959,10.998086 RBN,589.706905 RBN,600.704991 RBN
0x416cFADABa6EAD3f759Fc50574aB0cd342832Fb5,1853.417762 RBN,33717600,0.534589,495.408412 RBN,862.600938 RBN,1358.009350 RBN
0xCB16F82E5949975f9Cf229C91c3A6D43e3B32a9E,10449.863579 RBN,2268000,0.035959,187.882821 RBN,10074.097936 RBN,10261.980758 RBN
0xE2246c9a133c0a39c78B010Df6C00a2CB6337F08,5000.000000 RBN,2268000,0.035959,89.897260 RBN,4820.205479 RBN,4910.102740 RBN
0x000006eee6e39015cB523AeBDD4d0B1855aBa682,7780.000000 RBN,2268000,0.035959,139.880137 RBN,7500.239726 RBN,7640.119863 RBN
0x256f9C6598BdAE0068E60B59033C81254F66d84A,1517.110017 RBN,33717600,0.534589,405.515195 RBN,706.079628 RBN,1111.594822 RBN
0xD7c01bb37064fB40812e2Df1204F0aD27f805067,5790.514843 RBN,5292000,0.083904,242.923996 RBN,5304.666851 RBN,5547.590847 RBN
0x7c218fC943e54B82ED027cec922d364859bf1Ead,4000.000000 RBN,33717600,0.534589,1069.178082 RBN,1861.643836 RBN,2930.821918 RBN
0xcDB6B70a684C7bcE56d8a82A0219AE9205d9bE2C,73.783713 RBN,33717600,0.534589,19.721982 RBN,34.339749 RBN,54.061731 RBN
0x8B3095B960ee4c95954cA6E84C464B79CADFf655,6800.321768 RBN,33717600,0.534589,1817.688746 RBN,3164.944275 RBN,4982.633021 RBN
0x20F9E5a17b00350F1EAF9Ad18Bc5be0D54c0bc3F,1000.000000 RBN,33717600,0.534589,267.294521 RBN,465.410959 RBN,732.705479 RBN
0xf69EA6646cf682262E84cd7c67133eac59cef07b,24482.190586 RBN,33717600,0.534589,6543.955395 RBN,11394.279797 RBN,17938.235192 RBN
0x5ce1B4779557996B1d2f3e1042C1789b7B7A9102,4769.322480 RBN,28274400,0.448288,1069.014234 RBN,2631.294012 RBN,3700.308246 RBN
0xA7D44B434213BEcFC355048784D4C77D6447c979,23119.391055 RBN,40975200,0.649658,7509.843293 RBN,8099.704469 RBN,15609.547762 RBN
0xF0677Caf030B2e7591c447eB2d332FD2Bc30e61A,11666.700629 RBN,2268000,0.035959,209.760885 RBN,11247.178860 RBN,11456.939745 RBN
0xE7e21D548E8938209Aa710ebD468dc02A9573fB3,9000.000000 RBN,2268000,0.035959,161.815068 RBN,8676.369863 RBN,8838.184932 RBN
0xc751Fb28553C9D482Af92F57AaaF72D79Cec70Dc,1416.317685 RBN,2268000,0.035959,25.464616 RBN,1365.388453 RBN,1390.853069 RBN
0xbA9d854c4B9AE5eEF3dad86e1b65d661938b27A1,6564.139740 RBN,34322400,0.544178,1786.030488 RBN,2992.078765 RBN,4778.109253 RBN
0xbe81C9958EBB744f9E5fB9c08cDBC794160e62e7,10579.126632 RBN,34322400,0.544178,2878.464421 RBN,4822.197790 RBN,7700.662211 RBN
0x8F63277257A7Eead6De9Cf22f809Be1dE12A5e12,260.673170 RBN,2268000,0.035959,4.686761 RBN,251.299648 RBN,255.986409 RBN
0x2A24b8e199143c3A721a906Fb1c38030da17f6d7,4322.651746 RBN,2872800,0.045548,98.443952 RBN,4125.763841 RBN,4224.207793 RBN
0xf91d8Ef97D5c7c08d7453D1852168fc36aa95dA4,20287.570973 RBN,23436000,0.371575,3769.180566 RBN,12749.209841 RBN,16518.390407 RBN
0xa9782643B047DE459d37a4951a1cd7cA46AA1932,100.000000 RBN,34322400,0.544178,27.208904 RBN,45.582192 RBN,72.791096 RBN
0x7b523A0C714988e5C4ACaA71198ef0b52E0FB6b0,2992.802252 RBN,51861600,0.750000,1122.300845 RBN,748.200563 RBN,1870.501408 RBN
0x06a6Aa05760613Ae19c73E66c545aB9d9Bb3f447,359.625790 RBN,2872800,0.045548,8.190108 RBN,343.245574 RBN,351.435682 RBN
0xD0e72c1B2eb87e3DC0445b7f689CaDcFc872b293,3284.117863 RBN,36136800,0.572945,940.809792 RBN,1402.498279 RBN,2343.308071 RBN
0xcf0b387A6b2b15e60E0F48e87dfe7A64B801AF26,357.978883 RBN,34322400,0.544178,97.402131 RBN,163.174621 RBN,260.576752 RBN
0xE6ad0f991Ddc8630Cc03c972Fd5eA62DB8828525,23974.210504 RBN,34322400,0.544178,6523.119947 RBN,10927.970610 RBN,17451.090557 RBN
0x064Cff3535Af3F7221AC5dd4e8279c8ebAdbe3fF,20673.992625 RBN,34322400,0.544178,5625.166829 RBN,9423.658967 RBN,15048.825796 RBN
0x584BaA4b71b0A3fA522658128f36a6A4AbeAC2ae,21938.682336 RBN,56700000,0.750000,8227.005876 RBN,5484.670584 RBN,13711.676460 RBN
0x08E1a6b795829dbeb5CC730F40c2CCAa3EAde6F4,4615.341625 RBN,52466400,0.750000,1730.753109 RBN,1153.835406 RBN,2884.588515 RBN
0x5CCe088A306f6a7cf104349A80F37af217e193D3,69.035528 RBN,2872800,0.045548,1.572213 RBN,65.891102 RBN,67.463315 RBN
0xf1Ecc163903FB69Cce46D408E171C89EB7Ca1899,34602.210744 RBN,34322400,0.544178,9414.882341 RBN,15772.446062 RBN,25187.328403 RBN
0x0B1E9BE93579fF431F6CE58CFBC4Bfd3A98d870c,9000.000000 RBN,34322400,0.544178,2448.801370 RBN,4102.397260 RBN,6551.198630 RBN
0x51340ff0165f7e848479Fdf3f837E15761d3bB6D,30.180834 RBN,34322400,0.544178,8.211874 RBN,13.757086 RBN,21.968960 RBN
0xB9f3CbB487dFB6C2341e8670738f6403249b68E4,473.744834 RBN,34322400,0.544178,128.900778 RBN,215.943279 RBN,344.844056 RBN
0x8397b306F3EE34b8c182507d7B66d898aE329474,19746.118767 RBN,2872800,0.045548,449.697568 RBN,18846.723631 RBN,19296.421199 RBN
0x88DfA90d08049E2c0C7C43c846Aa979C0aF048Ee,1750.011395 RBN,34322400,0.544178,476.158922 RBN,797.693550 RBN,1273.852473 RBN
0x741AA7CFB2c7bF2A1E7D4dA2e3Df6a56cA4131F3,4890.919732 RBN,34322400,0.544178,1330.765660 RBN,2229.388412 RBN,3560.154072 RBN
0x2271e475a46AdC24e47cEDaD45aFD9Aa581eB86D,10000.000000 RBN,2872800,0.045548,227.739726 RBN,9544.520548 RBN,9772.260274 RBN
0xe8118D24E5334F0b7eF0af2EFfA8Bbb0c3fc28e9,1228.211396 RBN,34322400,0.544178,334.182861 RBN,559.845674 RBN,894.028535 RBN
0xE5DCBBD07e814c7751aD5C10ff540fb8fB79A543,303.000000 RBN,2872800,0.045548,6.900514 RBN,289.198973 RBN,296.099486 RBN
0x858128d2F83dBb226b6cF29bffe5E7e129c3a128,5045.987373 RBN,2872800,0.045548,114.917178 RBN,4816.153017 RBN,4931.070195 RBN
0x1Ec289BD5F002B7969887b8E18a1625052a67D0d,1348.871474 RBN,3477600,0.055137,37.186354 RBN,1274.498766 RBN,1311.685120 RBN
0x3d44B39B94Ba1069AB4A46224FE08ca34913d06e,10295.248664 RBN,19807200,0.314041,1616.565586 RBN,7062.117491 RBN,8678.683077 RBN
0xEE0e9252FA434bF28B295124636172871407aF5a,195.200376 RBN,3477600,0.055137,5.381380 RBN,184.437615 RBN,189.818995 RBN
0x28057f888602dAaA089B33f6491d26370A297CF5,876.712677 RBN,3477600,0.055137,24.169647 RBN,828.373382 RBN,852.543030 RBN
0x10f24FBC2a4ADDF445adf143Beb5E4236319f50B,4500.000000 RBN,36136800,0.572945,1289.126712 RBN,1921.746575 RBN,3210.873288 RBN
0x050A2Af16d500bCDB5CE7a21fBD95A5C831210aB,18446.683664 RBN,34927200,0.553767,5107.583473 RBN,8231.516717 RBN,13339.100191 RBN
0xcD3b77a071eC90610B90d6A232E25deB5741859F,8832.139714 RBN,34927200,0.553767,2445.474301 RBN,3941.191112 RBN,6386.665413 RBN
0xADeED59F446cb0a141837e8f7c22710d759Cba65,12867.773095 RBN,34927200,0.553767,3562.874845 RBN,5742.023405 RBN,9304.898250 RBN
0x717c05bb13b3B50C0996ca3067c7bF93528353A4,4387.928481 RBN,58514400,0.750000,1645.473180 RBN,1096.982120 RBN,2742.455301 RBN
0x6c4ADEa8f704410d4146368203856dc4c439ACDB,302.276832 RBN,34927200,0.553767,83.695486 RBN,134.885860 RBN,218.581346 RBN
0x0a27F53e3D044465D07607EF7A048E71809F295E,99.741790 RBN,3477600,0.055137,2.749731 RBN,94.242329 RBN,96.992060 RBN
0x611327A78065A38f151D19eD4876610e5B3FA90f,219.206581 RBN,34927200,0.553767,60.694699 RBN,97.817183 RBN,158.511882 RBN
0x09ECf3F9423d2C60869EeCE947eC8199f788d1F8,1534.788434 RBN,58514400,0.750000,575.545663 RBN,383.697109 RBN,959.242771 RBN
0x8cDf1b6cfB693dB9E171A1b9DdA88C257e68638c,50008.877259 RBN,34927200,0.553767,13846.636049 RBN,22315.605161 RBN,36162.241210 RBN
0x14df40586e0F2Ca5CA222DB0dAc8Df2f4C5b1AAb,1115.325883 RBN,34927200,0.553767,308.815403 RBN,497.695077 RBN,806.510480 RBN
0xF7599b9237680eA12Df90CdCCC79f37956a68086,18337.569698 RBN,50652000,0.750000,6876.588637 RBN,4584.392424 RBN,11460.981061 RBN
0x66AB525022C5291C0c3D7a7199a38B827586F30c,152586.593838 RBN,2872800,0.045548,3475.002908 RBN,145636.588022 RBN,149111.590930 RBN
0xF7AB71f8A1e4DAB1237Ed1218Bf12c19CC51A953,11114.988400 RBN,53676000,0.750000,4168.120650 RBN,2778.747100 RBN,6946.867750 RBN
0x3165dC7D1571CaA03F83f321Deb924E7F2c931a5,809.938802 RBN,3477600,0.055137,22.328792 RBN,765.281217 RBN,787.610009 RBN
0x2Cc99Afaf23aA95F03c4aA2989881aA1bf5f6ba9,64.525213 RBN,3477600,0.055137,1.778863 RBN,60.967487 RBN,62.746350 RBN
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,108072.381278 RBN,59724000,0.750000,40527.142979 RBN,27018.095319 RBN,67545.238299 RBN
0x25Bc4CC0B6Dc2A1E67E29eb9180175c7D187cB6c,62430.505876 RBN,34927200,0.553767,17285.980822 RBN,27858.544232 RBN,45144.525054 RBN
0xFd94fB2F07A4a0Cb5c8B88c7A4346DdEd36f2b1D,265.568772 RBN,34927200,0.553767,73.531628 RBN,118.505517 RBN,192.037145 RBN
0x84dcCfB3F3e044229fa00e216E2829725579D97f,15000.000000 RBN,11340000,0.179795,1348.458904 RBN,12303.082192 RBN,13651.541096 RBN
0x3431Fe0FC002FbB7DBFa4fce251F22966503ce11,596.554839 RBN,34927200,0.553767,165.176229 RBN,266.202382 RBN,431.378610 RBN
0x8CC7355a5c07207ef6ee188F7b74757b6bAb7DAc,1000.000000 RBN,34927200,0.553767,276.883562 RBN,446.232877 RBN,723.116438 RBN
0x166eff7888be941645a31dbCa9910e95a7632509,75864.723345 RBN,50652000,0.750000,28449.271254 RBN,18966.180836 RBN,47415.452090 RBN
0xe6C6523Cd68E73C55958BcA91616b109B1ED061b,1036.751392 RBN,3477600,0.055137,28.581674 RBN,979.588045 RBN,1008.169718 RBN
0xbeb0D8F05c5F923b80690657da949cEbd9A2BFBc,6717.683678 RBN,11340000,0.179795,603.901358 RBN,5509.880962 RBN,6113.782320 RBN
0x0e43C2EBb8BbFBD724A2CCC0f8e0Ea336a00C401,1400.000000 RBN,35532000,0.563356,394.349315 RBN,611.301370 RBN,1005.650685 RBN
0x9e2634834A27189f17c257081F47010E655D4C36,36120.336045 RBN,39160800,0.620890,11213.385145 RBN,13693.565754 RBN,24906.950899 RBN
0x586CFe79E3bEa3830C0A1874273ED563Ab23C64C,18413.353827 RBN,2872800,0.045548,419.345216 RBN,17574.663396 RBN,17994.008612 RBN
0xF84b34fdb3b4540501f06DeE054FcD204f12Cd9e,15754.450483 RBN,12549600,0.198973,1567.352009 RBN,12619.746465 RBN,14187.098474 RBN
0x54C1A32bCBe78B6FC65178cdD565f23b4d5Bb132,1797.780000 RBN,4082400,0.064726,58.181579 RBN,1681.416842 RBN,1739.598421 RBN
0x374866a5e867036A0575F33048523066A7d195d0,1021.912696 RBN,26460000,0.419521,214.356687 RBN,593.199322 RBN,807.556009 RBN
0xf4A845aa78dADD56E075D4E6664258EA308Ba5ab,10111.169006 RBN,35532000,0.563356,2848.094694 RBN,4414.979617 RBN,7263.074312 RBN
0x00008818c0EDb78F98184F01B4cB483F0044D990,35049.767985 RBN,61538400,0.750000,13143.662995 RBN,8762.441996 RBN,21906.104991 RBN
0x8218db50772c025FE8375CB89900DcfE3889a4f9,974.268626 RBN,35532000,0.563356,274.430118 RBN,425.408390 RBN,699.838508 RBN
0xbDfA4f4492dD7b7Cf211209C4791AF8d52BF5c50,81642.546623 RBN,35532000,0.563356,22996.915958 RBN,35648.714707 RBN,58645.630665 RBN
0x824A465F17e41205496e42810B27D8c367E225A7,4000.000000 RBN,1058400,0.016781,33.561644 RBN,3932.876712 RBN,3966.438356 RBN
