Address,RBN Balance,Time Left (in seconds),Penalty Ratio,Penalty Rebate,Unlock Reward Before,Unlock Reward After
0xC290067ef915116E31cE171097d4697Da36c8C43,18597.751315 RBN,35532000,0.563356,5238.578924 RBN,8120.593468 RBN,13359.172392 RBN
0x899e6d9F1746Be441B457175F8D339ad5462C943,1611.257096 RBN,35532000,0.563356,453.855809 RBN,703.545479 RBN,1157.401288 RBN
0xdF4a4221c6f875aa0Df196401253fdBf00933fEF,213.958138 RBN,4082400,0.064726,6.924330 RBN,200.109477 RBN,207.033807 RBN
0x3DFE6524963a99D030cDa681450E4792b7847163,557.444527 RBN,4082400,0.064726,18.040585 RBN,521.363358 RBN,539.403943 RBN
0xC79698ba9EA29D48fff7cfDfE1BBb9CBad7120e3,661.255848 RBN,4082400,0.064726,21.400232 RBN,618.455384 RBN,639.855616 RBN
0x25fc3e5A398B682A1B25a3bfCC818E0242de2FfF,547.179512 RBN,4082400,0.064726,17.708378 RBN,511.762756 RBN,529.471134 RBN
0xa362a6B387A80180286ef40d8e6eC6Ca2657A9fa,45104.632876 RBN,62748000,0.750000,16914.237329 RBN,11276.158219 RBN,28190.395548 RBN
0x4D8b1933f8238E2486AD574a0329fd353C4486bC,18911.608759 RBN,4082400,0.064726,612.036653 RBN,17687.535452 RBN,18299.572105 RBN
0xaD24Ff5b503be5b6DD3936F842A252b0843AB808,638.299466 RBN,35532000,0.563356,179.794969 RBN,278.709527 RBN,458.504496 RBN
0xA4fA8199091a806e1E53fc42c8fD035E4F9bdB6a,13988.444559 RBN,43394400,0.688014,4812.120739 RBN,4364.203080 RBN,9176.323819 RBN
0x31C4295E963c0c5b960C11F95412b08f8652Ee02,438.974359 RBN,4082400,0.064726,14.206533 RBN,410.561293 RBN,424.767826 RBN
0x0E4a72e59127E878B51c4784f56eb299077Fd807,9253.195198 RBN,4082400,0.064726,299.461283 RBN,8654.272632 RBN,8953.733915 RBN
0x799e7471c4114d466E9051f7c5f68B3F64759e3f,4825.019401 RBN,37951200,0.601712,1451.636830 RBN,1921.745741 RBN,3373.382571 RBN
0x2298718F8C34aDb143BdCC017feAE24dE4a62653,20765.267944 RBN,36136800,0.572945,5948.680354 RBN,8867.907235 RBN,14816.587589 RBN
0xdCDb7882172079c1a0f9e0BBe7734c4CFb4Ee91f,496.768246 RBN,36136800,0.572945,142.310492 RBN,212.147261 RBN,354.457753 RBN
0x9aeD162f5E61e2e42a06D50657C7B5e085319227,304.728682 RBN,36136800,0.572945,87.296419 RBN,130.135845 RBN,217.432263 RBN
0xCe9a64D8Fd62f515beFEA0DfB58376C03B111f73,738.084048 RBN,36136800,0.572945,211.440858 RBN,315.202331 RBN,526.643189 RBN
0xdF2E0A3C668379e1B25901B3F719EBfD00F0BFBD,7203.330063 RBN,36136800,0.572945,2063.556712 RBN,3076.216640 RBN,5139.773351 RBN
0xF16D8D189b9066fFe94ba9dF555c8DCc852B2dCB,4553.175000 RBN,4687200,0.074315,169.184756 RBN,4214.805488 RBN,4383.990244 RBN
0x9a82aA6eDbC473a883B8906Bf41084c9c1B760F2,47817.336486 RBN,36136800,0.572945,13698.356839 RBN,20420.622807 RBN,34118.979647 RBN
0x837F5a66635BBe255A24127A5099Ab370fFcc4c0,6635.839928 RBN,20412000,0.323630,1073.778892 RBN,4488.282143 RBN,5562.061035 RBN
0x51A125F89CBE0bFBFD62FeE8a750AAeC8fabC441,7409.145488 RBN,36136800,0.572945,2122.517192 RBN,3164.111104 RBN,5286.628296 RBN
0xf74736C0079773847E524Feab49b3BecbA8dF2ea,157.036706 RBN,4687200,0.074315,5.835097 RBN,145.366512 RBN,151.201609 RBN
0xe7a6B9d6EC7CDEA7487D6D1d83e0fB254d7b9653,8310.826500 RBN,30693600,0.486644,2022.206243 RBN,4266.414015 RBN,6288.620257 RBN
0x317DDDb30c46146e6f598Ceca82931978542dFd1,1381.714673 RBN,36741600,0.582534,402.448058 RBN,576.818557 RBN,979.266615 RBN
0x9455B22685036d89874296460fB28De8A70A6a66,172164.651000 RBN,36741600,0.582534,50145.902629 RBN,71872.845743 RBN,122018.748371 RBN
0x6Efd92a21517Badd12089CDcD5C04c71dC2C67e2,574.743081 RBN,4687200,0.074315,21.356036 RBN,532.031010 RBN,553.387045 RBN
0x515491350701b46A54C666D18822FD7e3C44EBD8,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xf6C589402278e88E48BCD6243EF3Aa11A3Eff2d6,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xaD1f2688641D9fe17239D3625a8b6aB92AE78e89,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x486eB0e2FA31db1e30fC035bf8a37C304dA87a23,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xc9C5A0228fb686e9720cA24691e59e9410C52688,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xa64b01fD919181a4C178F64bB60fa25061b6e6a6,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xfF049EC2F92e167a0AaC6bEA0Fb11ec6A9ABFC1b,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x480BaBef0E73392B36F5D2f54C92D74135fB408a,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x8D52bAf7Fac6311bba516827c6e92a779d5A1E1A,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x4a078f95C45504349E7c8be1aF69A7e9dE73F4c4,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xA01cE2E52c17E2f98BE84D696a0bbcc9b4333D3c,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xb51758105440C85C6c9cb85FE56C45a730be6348,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x54060b2B8Ba8F2D8da1bbb3C0eD82325F42aAADE,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xdb204c626e6B62AeF46F289468C7e227199599AE,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xbA8B2042AF6c560F0264Bb2537ddC1770E67db67,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x13b02cd066B0236066b0B40DFBAc921c492ada9C,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0xe59Aa2Dc6c567857f9840a6235E9048B389dA4F0,3.000000 RBN,36741600,0.582534,0.873801 RBN,1.252397 RBN,2.126199 RBN
0x8F1FD58a5Ab577b228F28c4E4ce882B224991E03,6293.813479 RBN,50047200,0.750000,2360.180055 RBN,1573.453370 RBN,3933.633425 RBN
0x5DE64238dA2d7A5F1949C1bb1958273C22c5EE01,50000.102766 RBN,36741600,0.582534,14563.386097 RBN,20873.330572 RBN,35436.716669 RBN
0x3C0fC9D4103aBc69c4B108bA3084c84f97b3F9b7,3032.421654 RBN,5292000,0.083904,127.216319 RBN,2777.989015 RBN,2905.205335 RBN
0x7C16570b6cc61a365436A2048668E940b31F9F9B,68.103324 RBN,36741600,0.582534,19.836259 RBN,28.430805 RBN,48.267065 RBN
0x91f04ffE5AA427e977086746e7b9E1B997F2aFA8,9125.429134 RBN,36741600,0.582534,2657.937493 RBN,3809.554149 RBN,6467.491641 RBN
0x1125917201ed36700F86c3CecEC8C5DAfAe280D1,6664.937217 RBN,56095200,0.750000,2499.351456 RBN,1666.234304 RBN,4165.585761 RBN
0x688B5c7B549339922C0D2243debE2Fe921A1A488,2683.147951 RBN,37346400,0.592123,794.377193 RBN,1094.393565 RBN,1888.770758 RBN
0x18842D30863C114E4C6986db4E42FD910D68E034,1000.542460 RBN,37346400,0.592123,296.222245 RBN,408.097969 RBN,704.320214 RBN
0x0C1e99991dD2f7D374Bff13f9F52284CE6cfDAE5,20693.763570 RBN,37346400,0.592123,6126.629660 RBN,8440.504251 RBN,14567.133910 RBN
0x7bdfE11c4981Dd4c33E1aa62457B8773253791b3,89445.765351 RBN,50652000,0.750000,33542.162006 RBN,22361.441338 RBN,55903.603344 RBN
0xe7aF11370C3BaB51230D8307454350bDf6d68f4a,890.391971 RBN,37346400,0.592123,263.610911 RBN,363.170150 RBN,626.781061 RBN
0x1dF4c04D9C4247bEdF051E73730C46A03C3d3050,1500.000000 RBN,5292000,0.083904,62.928082 RBN,1374.143836 RBN,1437.071918 RBN
0x1A2B73207C883Ce8E51653d6A9cC8a022740cCA4,1000.000000 RBN,5292000,0.083904,41.952055 RBN,916.095890 RBN,958.047945 RBN
0x52d5AA6668BD5BAc140589D71222FD4661f5e14e,7500.000000 RBN,5292000,0.083904,314.640411 RBN,6870.719178 RBN,7185.359589 RBN
0x6Cd5fA7A48bA7E980b62EC27EACFDbF92009Ebc8,562.982329 RBN,37346400,0.592123,166.677474 RBN,229.627382 RBN,396.304855 RBN
0xd84E11beE5D555CCd905817Cb8CBBd5b6e6C4f0D,1000.000000 RBN,37346400,0.592123,296.061644 RBN,407.876712 RBN,703.938356 RBN
0x9a8c3a3E841D46148Bf4AC422c97C8740A23D197,2429.396109 RBN,37346400,0.592123,719.251006 RBN,990.894098 RBN,1710.145103 RBN
0xbE74DAF0930DfaB7d8396EEad251A4a21106797D,72651.963425 RBN,61538400,0.750000,27244.486284 RBN,18162.990856 RBN,45407.477141 RBN
0x22e578a305A8752ce63be2d2814676299eA70148,5645.795979 RBN,5896800,0.093493,263.921627 RBN,5117.952725 RBN,5381.874352 RBN
0x856DC4a12f08AFA49f42B52F81769A96505f312C,40.031096 RBN,37346400,0.592123,11.851672 RBN,16.327752 RBN,28.179424 RBN
0xa45e88303231Bcd1021A08Fb6f31a5bA3d245928,106.760573 RBN,37346400,0.592123,31.607711 RBN,43.545152 RBN,75.152863 RBN
0x0Cf776d57e0223f47eD3A101927BB78D41Ad8A13,19330.000000 RBN,60933600,0.750000,7248.750000 RBN,4832.500000 RBN,12081.250000 RBN
0xEb417bE70529D525485A9C71cE428166be86E8D2,23789.115521 RBN,37346400,0.592123,7043.044647 RBN,9703.026228 RBN,16746.070875 RBN
0xba48Ff2445708F99d0b349b357b4B38eb40bC562,50140.962767 RBN,37346400,0.592123,14844.815860 RBN,20451.331046 RBN,35296.146906 RBN
0xE25f6f61D922240ef188160175192A8E8A21c8eF,245280.402617 RBN,5292000,0.083904,10290.016891 RBN,224700.368836 RBN,234990.385727 RBN
0xf14C579CcD5A476Cb6FB2388c88841AD7f0971E3,273.548196 RBN,5896800,0.093493,12.787441 RBN,247.973313 RBN,260.760755 RBN
0x88401857025524b09f7708147D011a2C62Ff2F98,849.746058 RBN,37346400,0.592123,251.577215 RBN,346.591629 RBN,598.168844 RBN
0xB1daD6AC501be089BBB39FD01DdFE841aA8ABd9d,4000.000000 RBN,37346400,0.592123,1184.246575 RBN,1631.506849 RBN,2815.753425 RBN
0xaA6247d977d8d6C8Adda8edd14632C33c691Cb6D,1228.130000 RBN,37346400,0.592123,363.602187 RBN,500.925627 RBN,864.527813 RBN
0xE3939654Deae5f54fD3e6B84b3A7F75f245062d8,50000.000058 RBN,13759200,0.218151,5453.767130 RBN,39092.465799 RBN,44546.232929 RBN
0x5a333C5aAeD62aa473e404169f9f8F989bE5DBfd,1049.561111 RBN,58514400,0.750000,393.585417 RBN,262.390278 RBN,655.975695 RBN
0x2b61750cC7Fa814f206b77Edc84525337D3ecde2,5772.000000 RBN,60933600,0.750000,2164.500000 RBN,1443.000000 RBN,3607.500000 RBN
0xbE0AffE00De6BbdB717d2C7Af7f9fEB45311320d,400144.892755 RBN,51861600,0.750000,150054.334783 RBN,100036.223189 RBN,250090.557972 RBN
0x53e213da8C28d85dc6663c3b5e35Bb0ffBb05752,19955.807536 RBN,49442400,0.750000,7483.427826 RBN,4988.951884 RBN,12472.379710 RBN
0x71aDa13C8B21c5A9921E3CD4C85678f8Db90dE35,6390.148103 RBN,5896800,0.093493,298.717540 RBN,5792.713023 RBN,6091.430563 RBN
0xb4e39F6D3d386E98AF0C064E087aCBC9A8F08944,7453.170350 RBN,37346400,0.592123,2206.597866 RBN,3039.974619 RBN,5246.572485 RBN
0x41c0F529F559c6A3ddc324Cd86A6D0c75b50c949,289.361332 RBN,37346400,0.592123,85.668792 RBN,118.023749 RBN,203.692540 RBN
0x7df990ce0c08CB7fBCb145dbF0E9beefEd34B7cF,4474.408425 RBN,37346400,0.592123,1324.700714 RBN,1825.006998 RBN,3149.707712 RBN
0x18e053e62A0F1d3701585CA85DEd8c4222B00670,5771.999900 RBN,37346400,0.592123,1708.867779 RBN,2354.264343 RBN,4063.132121 RBN
0x118C8a0F46deC72cea725CFb0f70CE0edd554011,19456.464832 RBN,54885600,0.750000,7296.174312 RBN,4864.116208 RBN,12160.290520 RBN
0x5bfF1A68663ff91b0650327D83D4230Cd00023Ad,18299.383328 RBN,37346400,0.592123,5417.745509 RBN,7463.892309 RBN,12881.637818 RBN
0xe801f929dE25077e2319de63545BA49806BCA801,27.756947 RBN,37346400,0.592123,8.217767 RBN,11.321412 RBN,19.539180 RBN
0x2303fD39E04cf4D6471dF5ee945bD0E2CFb6C7a2,1439.727337 RBN,37346400,0.592123,426.248042 RBN,587.231253 RBN,1013.479295 RBN
0xEbDb626C95a25f4e304336b1adcAd0521a1Bdca1,11417.092173 RBN,37346400,0.592123,3380.163077 RBN,4656.766020 RBN,8036.929097 RBN
0x3707Ad3Fb74eD4C87A795894a3DE890C2bE5a9FC,6834.181788 RBN,49442400,0.750000,2562.818170 RBN,1708.545447 RBN,4271.363617 RBN
0xdf67361193D52EE42CB759eb98Ce2c7978DD440E,11514.363857 RBN,37346400,0.592123,3408.961491 RBN,4696.440874 RBN,8105.402366 RBN
0xf5E962C4Df3C870266aEab048335184Ee0D9ad66,90115.930257 RBN,51861600,0.750000,33793.473846 RBN,22528.982564 RBN,56322.456411 RBN
0x4e1da0737dd156276DF1ec5CA48f76673D16C3B0,19972.208085 RBN,5896800,0.093493,933.632330 RBN,18104.943425 RBN,19038.575755 RBN
0x12478d1a60a910C9CbFFb90648766a2bDD5918f5,19301.435819 RBN,59724000,0.750000,7238.038432 RBN,4825.358955 RBN,12063.397387 RBN
0xc95C069F83b8e9eAEeBf813a4FCF6762b881E35F,51087.974080 RBN,37951200,0.601712,15370.131928 RBN,20347.710224 RBN,35717.842152 RBN
0x8922353c969Ab34Bd6Fb0a9b9E069dEc56F1647f,954086.509677 RBN,2872800,0.045548,21728.340032 RBN,910629.829613 RBN,932358.169645 RBN
0xd392E5d8C94bF025a0848ee82d58F947833049D2,6791.340268 RBN,21621600,0.342808,1164.063631 RBN,4463.213005 RBN,5627.276636 RBN
0xbE12932340D9Af6CEe8A168DBd453B2C2F76E439,3599.744193 RBN,37951200,0.601712,1083.005231 RBN,1433.733732 RBN,2516.738963 RBN
0x582c34536D7f4A2A5d96118D5D80Ba3000c6B5aF,50000.000000 RBN,37951200,0.601712,15042.808219 RBN,19914.383562 RBN,34957.191781 RBN
0x75428661aD4F91f609451b72DE2603D875ff1A56,2330.080563 RBN,37951200,0.601712,701.019101 RBN,928.042361 RBN,1629.061462 RBN
0xDA550482c296Cfa01a80CC0b7e379c8C13e7B6c1,237.945377 RBN,37951200,0.601712,71.587334 RBN,94.770710 RBN,166.358044 RBN
0x3fBD2D9119d3b3f989D5228Ddc17Fd67b20862B9,224.499506 RBN,6501600,0.103082,11.570951 RBN,201.357605 RBN,212.928556 RBN
0x2c5aBc767AB347A852112b80bf62b221f15A6Fe7,10177.216576 RBN,37951200,0.601712,3061.878343 RBN,4053.459890 RBN,7115.338233 RBN
0x490E90676b7E880e0D508cCdcDf87Ea5745565dd,1474.079400 RBN,6501600,0.103082,75.975668 RBN,1322.128065 RBN,1398.103732 RBN
0x6319C7639340285D53fe0be2fc5eA098C3E1a417,1014.225101 RBN,37951200,0.601712,305.135874 RBN,403.953354 RBN,709.089227 RBN
0x6a74E4bc659560bc895587a33b078D904Ec62393,562.659669 RBN,37951200,0.601712,169.279630 RBN,224.100409 RBN,393.380039 RBN
0x8ABA0cC08ad63A2a6C7849dB40c30128bb0916cD,1474.410392 RBN,37951200,0.601712,443.585455 RBN,587.239482 RBN,1030.824937 RBN
0xE5350E927B904FdB4d2AF55C566E269BB3df1941,87948.872390 RBN,45208800,0.716781,31520.032519 RBN,24908.807351 RBN,56428.839871 RBN
0x4CB6F9197c3b7e1C7B0B7B0BF39B9697a5Cf4E3F,19717.083018 RBN,37951200,0.601712,5932.005969 RBN,7853.071079 RBN,13785.077048 RBN
0x8F60D79FE3dF6CD0E3a44288AD2F41Af134D813e,100525.896419 RBN,45813600,0.726370,36509.490806 RBN,27506.914808 RBN,64016.405613 RBN
0x93EE78b4bFAfC05D9eB51714BfBf6C2335ec066c,2436.533502 RBN,37951200,0.601712,733.046124 RBN,970.441254 RBN,1703.487378 RBN
0x80845058350B8c3Df5c3015d8a717D64B3bF9267,336998.218913 RBN,37951200,0.601712,101387.991546 RBN,134222.235820 RBN,235610.227367 RBN
0xA1BA71A032bD935274223e86c6BFBaB6B815B465,113962.793164 RBN,53071200,0.750000,42736.047437 RBN,28490.698291 RBN,71226.745728 RBN
0x879fbC694A0E10eaDb9DAe8FC591c02D27598880,15501.224804 RBN,37951200,0.601712,4663.639038 RBN,6173.946729 RBN,10837.585766 RBN
0x97D1DEFB653643379Db57c39203EA26644984b2D,8319.346130 RBN,62143200,0.750000,3119.754799 RBN,2079.836533 RBN,5199.591332 RBN
0x0ef25ad333a465910A0c469627523903A28e320a,22213.093657 RBN,38556000,0.611301,6789.447291 RBN,8634.199076 RBN,15423.646366 RBN
0x6326b8D132Ae255e011Fa5107576DEeB86Abd2f3,5772.000000 RBN,38556000,0.611301,1764.215753 RBN,2243.568493 RBN,4007.784247 RBN
0xF6Aa21404F079E8b8E142e91FD408A86713DC087,2346.109537 RBN,7106400,0.112671,132.169527 RBN,2081.770483 RBN,2213.940010 RBN
0x78f7df4732c4aECBD92A4f8948311E8ea11C8352,4649.198883 RBN,38556000,0.611301,1421.030823 RBN,1807.137237 RBN,3228.168060 RBN
0xD51D78BbBd48CBAf788826F31C147Fd4BD69e607,25000.000000 RBN,26460000,0.419521,5244.006849 RBN,14511.986301 RBN,19755.993151 RBN
0x3D44F67b32454EBC1F579873EdF480FAA80Cd953,38.617938 RBN,38556000,0.611301,11.803599 RBN,15.010739 RBN,26.814339 RBN
0xF2d5C3bEF55534ADE66E91Be2BA8C46E2DDd1BEE,2920.508219 RBN,38556000,0.611301,892.655338 RBN,1135.197544 RBN,2027.852882 RBN
0x10d98B4809efE5E3a4269aFe6F5F4388CE4c38F1,1000.000000 RBN,38556000,0.611301,305.650685 RBN,388.698630 RBN,694.349315 RBN
0x6265EF4a9f29c96e1702ea9913AaE07637Ee705a,6137.570532 RBN,38556000,0.611301,1875.952637 RBN,2385.665258 RBN,4261.617895 RBN
0xb5325fB430030BB888885D80Ea0ad2611b38Ef22,315.510272 RBN,38556000,0.611301,96.435931 RBN,122.638410 RBN,219.074341 RBN
0xe099d137BF40caeaAB9a8fc1C9A3a6f645667eDc,704.160401 RBN,7106400,0.112671,39.669310 RBN,624.821781 RBN,664.491091 RBN
0xEd91f76F2A9E7bDbE09A6A0D76986829137A93C9,491.669903 RBN,38556000,0.611301,150.279243 RBN,191.111418 RBN,341.390660 RBN
0xC55AE491E46Ce0A31e600033f430Ca177faF305a,1084.547275 RBN,38556000,0.611301,331.492618 RBN,421.562040 RBN,753.054658 RBN
0x6977e753e022F65eBEb170d8267b2EA54a431523,2206.543414 RBN,46418400,0.735959,811.962636 RBN,582.618141 RBN,1394.580778 RBN
0x99E2A6b3Aa40bd79F18e7E7E525292649E39b033,4984.866261 RBN,57909600,0.750000,1869.324848 RBN,1246.216565 RBN,3115.541413 RBN
0xE00714751f1c79f7111bE3C72012641b30573698,9999999.999306 RBN,39160800,0.620890,3104452.054579 RBN,3791095.890148 RBN,6895547.944727 RBN
0x9F6f5C875C5B03dAd822376eEb0fB006296d6f43,1474.360000 RBN,39160800,0.620890,457.707993 RBN,558.944014 RBN,1016.652007 RBN
0x4D4Ef453CF782926825F5768499C7e02DaA3A9E7,2371.773580 RBN,39160800,0.620890,736.305736 RBN,899.162107 RBN,1635.467843 RBN
0xC155eFbEb10AD1dEbedcd4F05DC0e669e5ba7e25,1278.043602 RBN,19202400,0.304452,194.551500 RBN,888.940601 RBN,1083.492102 RBN
0x9159d34f4616F5a7F54fAEEa5943D0c665D7d10b,629257.073778 RBN,47023200,0.745548,234570.659181 RBN,160115.755417 RBN,394686.414597 RBN
0xCe23d2d2E2d52B728b649518c5Fc9b45cc0Ca512,500000.000000 RBN,39160800,0.620890,155222.602740 RBN,189554.794521 RBN,344777.397260 RBN
0x61fEb7fa4Aa7A7a4FE56Fbb5F39AbD3470297D94,150000.713842 RBN,31298400,0.496233,37217.642869 RBN,75565.428103 RBN,112783.070973 RBN
0x34602f1B438497e2aDb436d3B05922d97A3D895e,500000.000000 RBN,56700000,0.750000,187500.000000 RBN,125000.000000 RBN,312500.000000 RBN
0x8DbA03f9b5018efFc8D7620eF235760383C17f8f,10437.962364 RBN,58514400,0.750000,3914.235886 RBN,2609.490591 RBN,6523.726477 RBN
0x709283020b1CcaC42413903C6DBBe3e523A4B41d,30000.000000 RBN,50047200,0.750000,11250.000000 RBN,7500.000000 RBN,18750.000000 RBN
0x45D80fb72B9757f33f9A1B77730226A97C958032,223.750685 RBN,39160800,0.620890,69.462327 RBN,84.826030 RBN,154.288357 RBN
0x7803Ab56769dDa5432CDbd63749a6BEeb3180008,7775.330439 RBN,39160800,0.620890,2413.814056 RBN,2947.702327 RBN,5361.516383 RBN
0x94B90d0362D32AA14314D666A8968e1247508dfC,313.071911 RBN,39765600,0.630479,98.692703 RBN,115.686504 RBN,214.379208 RBN
0x740c21cA7d3A4Bac00b52eB275126d81Bf2093f9,109191.688511 RBN,45208800,0.716781,39133.254119 RBN,30925.180273 RBN,70058.434392 RBN
0x11d0Cb5C690bC838eFc52C621F6B48040dd000F7,1008.790262 RBN,39765600,0.630479,318.010766 RBN,372.768731 RBN,690.779496 RBN
0xAf79312EB821871208ac76A80c8E282f8796964e,1369.220475 RBN,59119200,0.750000,513.457678 RBN,342.305119 RBN,855.762797 RBN
0xBE1f49683B1B50d2f41B2F5a90d29820E0AB430b,3395.292478 RBN,39765600,0.630479,1070.331071 RBN,1254.630337 RBN,2324.961408 RBN
0x605cd70F278bCb7168559493616c0D15359ed0D1,120416.259583 RBN,39765600,0.630479,37959.988680 RBN,44496.282223 RBN,82456.270903 RBN
0xA9Ec08edd196B91Bc9177420137804bE1D6EfDa0,3466.548908 RBN,52466400,0.750000,1299.955841 RBN,866.637227 RBN,2166.593068 RBN
0xC3D2Bc827b2DDddEE0eC1917a898024E66D4EB83,11574.124996 RBN,40370400,0.640068,3704.116373 RBN,4165.892250 RBN,7870.008623 RBN
0xAE8cE6Bb2B95684f57c097B407f4e9B55D9CA432,111323.070164 RBN,8920800,0.141438,7872.676024 RBN,95577.718117 RBN,103450.394141 RBN
0x8d5c9Df9b7899BB8031eBb6C0c3b6e3962A24e04,1939374.901388 RBN,36741600,0.582534,564876.148504 RBN,809622.604381 RBN,1374498.752885 RBN
0x8fe3aD6de766EbE60629A3972298A1F7304557F1,23687.837117 RBN,40370400,0.640068,7580.919105 RBN,8525.998908 RBN,16106.918012 RBN
0x584b3Fb21ACD106b12A695068e07e6EbC3DB9D6b,82.142872 RBN,8920800,0.141438,5.809076 RBN,70.524719 RBN,76.333795 RBN
0x7d112a6724DFe4506a3bbfa29DeD117Bf8d332a4,801.740000 RBN,40370400,0.640068,256.584257 RBN,288.571486 RBN,545.155743 RBN
0x7c84727B2bF556BCa3b77dc18Fb9cA17e024242C,12106.686360 RBN,40370400,0.640068,3874.554248 RBN,4357.577864 RBN,8232.132112 RBN
0x7944642920Df33BAE461f86Aa0cd0b4B8284330E,250671.689496 RBN,40370400,0.640068,80223.525286 RBN,90224.638925 RBN,170448.164211 RBN
0x6C6C4877308e1EFCaEf184f71A56012b894A469E,7317.906876 RBN,48232800,0.750000,2744.215078 RBN,1829.476719 RBN,4573.691797 RBN
0xD1ccC963eF8119D935EdEB42e651f0cd81B83B77,5772.000000 RBN,8920800,0.141438,408.191096 RBN,4955.617808 RBN,5363.808904 RBN
0xF3bfe0Bb0Dab720ea251DdE573FE1d16C9145E1E,153706.606908 RBN,40975200,0.649658,49928.327621 RBN,53849.951667 RBN,103778.279287 RBN
0x8934d2c764570b0A9C0DFFdD7C376Db06f957fA7,1273.756661 RBN,40975200,0.649658,413.752806 RBN,446.251050 RBN,860.003856 RBN
0x39635098BB4bA04388508E1Ed1dacf18B372D525,161045.993060 RBN,56095200,0.750000,60392.247398 RBN,40261.498265 RBN,100653.745663 RBN
0x3faE23168f8f8d79bf3D24CC64bF34F2399B8715,5491.289772 RBN,9525600,0.151027,414.667601 RBN,4661.954570 RBN,5076.622171 RBN
0x8b71451681500a49D1e82E617a13898dfae91e7B,1290.577987 RBN,40975200,0.649658,419.216856 RBN,452.144274 RBN,871.361130 RBN
0xd6e3E771A271C7D773583F9770Fc112aF15a916f,900.000000 RBN,9525600,0.151027,67.962329 RBN,764.075342 RBN,832.037671 RBN
0x57A78222b02b05A2341d5dcfa9A68A2d314ccfeE,14031.187941 RBN,40975200,0.649658,4557.733480 RBN,4915.720981 RBN,9473.454461 RBN
0x40aa3E443B3667f5F8b8048FEc89262BBf0171c5,680000.000000 RBN,55490400,0.750000,255000.000000 RBN,170000.000000 RBN,425000.000000 RBN
0x73051a64044FEa61A6100eB0b55C9087BE32ccA3,200000.000000 RBN,40975200,0.649658,64965.753425 RBN,70068.493151 RBN,135034.246575 RBN
0x2400a45243e6B13dbaF549FCAc88Eda203df80D2,1995.929185 RBN,42789600,0.678425,677.043787 RBN,641.841611 RBN,1318.885398 RBN
0x530deFD6c816809F54F6CfA6FE873646F6EcF930,19889.345536 RBN,53071200,0.750000,7458.504576 RBN,4972.336384 RBN,12430.840960 RBN
0x6B49a8085B04AAD974a1aBBC29B54C6dE5E242B5,2534.173537 RBN,41580000,0.659247,835.322613 RBN,863.528311 RBN,1698.850924 RBN
0x62F9B12D78e5Cee61Dd364aea433024eD3e2d57c,64.872544 RBN,41580000,0.659247,21.383501 RBN,22.105542 RBN,43.489043 RBN
0x7303D0643Fe6B91EC8A2E05Dbf5029cC1CCCcBCd,972.116100 RBN,10130400,0.160616,78.068913 RBN,815.978274 RBN,894.047187 RBN
0x928FFAdD999076a0316576a2C26d5728062f53f3,1500.000000 RBN,10130400,0.160616,120.462329 RBN,1259.075342 RBN,1379.537671 RBN
0xf8b23F746C1D8f11818dB6BF28EF857c693C9DD1,1614.737098 RBN,41580000,0.659247,532.254951 RBN,550.227196 RBN,1082.482147 RBN
0x2fCecD1a122E5E218F57348e43b377c92740BeBb,22366.267534 RBN,42184800,0.668836,7479.678167 RBN,7406.911201 RBN,14886.589367 RBN
0x996f047f5ca79c7a1cFb92a534Add66520D9C2b1,38593.014543 RBN,42184800,0.668836,12906.191336 RBN,12780.631871 RBN,25686.823207 RBN
0x2AF7b240a39e8A5Da07dbBB12d327c878165afb6,12561.153147 RBN,10735200,0.170205,1068.988547 RBN,10423.176053 RBN,11492.164600 RBN
0x12D220FbDA92a9c8f281eA02871aFA70DfDe81e9,8930.810715 RBN,42184800,0.668836,2986.622145 RBN,2957.566425 RBN,5944.188570 RBN
